Gatunek;KOL;APZ;APW;D1;D2;PS;R;SC;PL;PYL;K-J;PYLZN;PYLPL;ZN;SZY;NB;KAT;V;KON;MASA;POW;NAS;WYS;SZER;SZEW
F. pallidiflora;4;;;36,39;35,86;33;0,871402165;77,07;37,87;25,04;-12,83;1,03;10,53;32,06;16,79;;95;30;31,25;0,01478;3,2;;;;
F. pallidiflora;4;;;;;;0;;38,12;25,64;-12,48;1,17;10,53;;;;;48;39;0,03878;;;;;
F. pallidiflora;4;;;;;;0;;37,61;24,66;-12,95;0,52;13,72;;;;;54;34;0,05417;;;;;
F. pallidiflora;4;;;;;;0;;36,54;24,66;-11,88;0,52;12,08;;;;;51;32,25;0,06028;;;;;
F. pallidiflora;4;;;;;;0;;36,48;23,18;-13,3;0,09;12,08;;;;;8;42;0,05923;;;;;
F. pallidiflora;4;;;;;;0;;37,37;;-37,37;0,96;11,94;;;;;5,5;50,75;0,01239;;;;;
F. pallidiflora;4;;;35,06;31,37;30,87;0,766195086;87,64;40,29;26,33;-13,96;0,08;6,39;30,41;16,94;;;12,5;65;0,00968;;;;;
F. pallidiflora;4;;;;;;0;;40,55;27,16;-13,39;0,08;8,42;;;;;13,5;49,75;0,01416;;;;;
F. pallidiflora;4;;;;;;0;;40,56;26,61;-13,95;2,66;10,96;;;;;12,5;41,75;0,01597;;;;;
F. pallidiflora;4;;;;;;0;;38,54;26,01;-12,53;3,79;10,24;;;;;12,2;46;0,04452;;;;;
F. pallidiflora;4;;;;;;0;;38,72;27,3;-11,42;2,29;11,4;;;;;27;38,25;0,04236;;;;;
F. pallidiflora;4;;;;;;0;;36,98;23,09;-13,89;1,47;6,14;;;;;33;28,5;0,03233;;;;;
F. pallidiflora;4;;;;;;0;;36,97;;-36,97;;;;;;;25,5;33;0,03991;;;;;
F. pallidiflora;4;;;33,24;28,35;26,35;0,625742104;71,18;42,11;25,57;-16,54;0,07;4,89;26,79;17,08;;;12;46;0,03296;;;;;
F. pallidiflora;4;;;;;;0;;39,54;26,24;-13,3;0,2;5,88;;;;;20,5;16;0,01903;;;;;
F. pallidiflora;4;;;;;;0;;40,52;27,58;-12,94;2,15;16,75;;;;;7,3;67,5;0,01184;;;;;
F. pallidiflora;4;;;;;;0;;37,16;26,16;-11;4,07;8,36;;;;;21;71,25;0,00843;;;;;
F. pallidiflora;4;;;;;;0;;37,6;25,94;-11,66;2,95;12,14;;;;;3,9;73;0,02614;;;;;
F. pallidiflora;4;;;;;;0;;37,59;25,38;-12,21;1,75;10,1;;;;;;69,5;0,024420703;;;;;
F. pallidiflora;4;;;49,94;39,24;36,34;0,781673478;45,95;46,49;27,93;-18,56;0,24;13,09;30,57;19,82;;;18,57105263;;;;;;;
F. pallidiflora;4;;;;;;0;;46,48;28,94;-17,54;3,93;11,71;;;;;12,5;47,14473684;;;;;;
F. pallidiflora;4;;;;;;0;;36,93;32,57;-4,36;3,35;12,47;;;;;19;49,75;;;;;;
F. pallidiflora;4;;;;;;0;;40,51;30,24;-10,27;0,65;13,65;;;;;1;37;;;;;;
F. pallidiflora;4;;;;;;0;;41,08;28,9;-12,18;0,98;14,48;;;;;21;18;;;;;;
F. pallidiflora;4;;;;;;0;;41,09;28,91;-12,18;2,28;14,48;;;;;;70;;;;;;
F. pallidiflora;4;;;;;;;;;;0;3,03;;;;;;;;;;;;;
F. pallidiflora;4;;;40,21;35,21;33,87;0,754679144;30,67;44,88;28,1;-16,78;0,08;5,46;30,71;16,88;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;48,07;28,63;-19,44;1,95;8,82;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;45,85;27,45;-18,4;2,43;10,99;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;41,44;29,09;-12,35;0,07;11,11;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;40,84;27,61;-13,23;0,77;11,3;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;40,38;27,51;-12,87;;10,19;;;;;;;;;;;;
F. pallidiflora;4;;;37,34;35,13;13,78;0,313324238;45,57;43,98;27,29;-16,69;0,89;8,54;32,14;19,5;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;43,98;27,05;-16,93;0,07;8,79;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;41,29;27,57;-13,72;1;10,04;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;41,29;28,05;-13,24;1,19;13,21;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;39,92;28,91;-11,01;0,51;13,12;;;;;;;;;;;;
F. pallidiflora;4;;;;;;;;;27,38;27,38;1,83;14,57;;;;;;;;;;;;
F. pallidiflora;4;;;40,42;32,98;37,74;0,859289617;41,57;43,92;28,78;-15,14;0,36;11,3;31,52;18,73;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;44,68;28,79;-15,89;1,13;12,34;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;43,04;27,61;-15,43;2,5;15,16;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;38,16;29,15;-9,01;3,04;15,32;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;38,84;28,65;-10,19;1,89;12,68;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;38,84;28,48;-10,36;1,9;12,68;;;;;;;;;;;;
F. pallidiflora;4;;;35;30,34;30,33;0,906726457;60,06;33,45;27,48;-5,97;1,52;9,72;28,56;18,36;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;33,21;25,55;-7,66;2,15;9,88;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;35,84;27,29;-8,55;2,15;10,93;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;30,05;26,08;-3,97;0,3;11,73;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;33,21;24,87;-8,34;1,08;10,37;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;31,63;;-31,63;1,88;10,38;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;30,27;;-30,27;;;;;;;;;;;;;;
F. pallidiflora;4;;;24,35;27,99;25,17;0,703662287;44,54;35,77;25,2;-10,57;2,19;9,5;27,34;17,05;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;36,02;26,98;-9,04;3,84;9,5;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;37,64;26,94;-10,7;2,18;9,6;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;34,94;27,45;-7,49;0,64;5,54;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;32,6;28,17;-4,43;0,95;9,54;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;31,42;26,7;-4,72;1,1;4,85;;;;;;;;;;;;
F. pallidiflora;4;;;27,05;25,14;25,14;0,740282686;67,5;33,96;25,18;-8,78;3,04;7,75;28,16;18,12;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;33,23;22,96;-10,27;2,53;9;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;34,86;22,33;-12,53;2,53;12,5;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;31,97;21,45;-10,52;1,8;9,98;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;32,08;21,98;-10,1;1,96;11,38;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;32,44;23,45;-8,99;0,08;6,47;;;;;;;;;;;;
F. pallidiflora;4;;;29,55;27,24;64,07;1,891086187;34,68;33,88;22,06;-11,82;1,33;11,17;27,35;15,96;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;33,17;22,08;-11,09;1,32;10,79;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;31,52;22,93;-8,59;0,08;9,44;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;31,52;21,95;-9,57;0,07;11,29;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;30,97;21,95;-9,02;1,03;11,4;;;;;;;;;;;;
F. pallidiflora;4;;;;;;;;;23,1;23,1;1,25;2,04;;;;;;;;;;;;
F. pallidiflora;4;;;33,35;33,43;35,2;1,015873016;59,62;34,65;25,27;-9,38;1,44;9,7;26,95;17,98;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;35,29;23,07;-12,22;1,44;9,73;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;35,9;24,22;-11,68;2,71;9,96;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;32,56;24,93;-7,63;1,93;11,56;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;34,63;25,25;-9,38;0,08;13,46;;;;;;;;;;;;
F. pallidiflora;4;;;;;;;;;24,75;24,75;1,51;14,27;;;;;;;;;;;;
F. pallidiflora;4;;;36,09;35,34;35,34;1,023161552;59,51;34,54;29,6;-4,94;2,7;10,69;28,7;16,37;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;35,01;24,38;-10,63;2,71;11,25;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;35,96;23,16;-12,8;2,7;10,58;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;33,86;25,29;-8,57;1,49;13,13;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;33,22;24,7;-8,52;0,08;13;;;;;;;;;;;;
F. pallidiflora;4;;;;;;;;;;0;1,35;13,55;;;;;;;;;;;;
F. pallidiflora;4;;;35,31;37,46;37,46;0,976792699;72,13;38,35;28,23;-10,12;1,84;13,73;31,98;15,27;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;37,6;29,68;-7,92;1,84;16,07;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;37,6;28,31;-9,29;2,35;13,06;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;36,72;29,08;-7,64;1,08;13,51;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;33,95;;-33,95;0,78;13,99;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;37,63;37,6;-0,03;1,99;14,04;;;;;;;;;;;;
F. pallidiflora;4;;;35,17;32,31;76,25;1,983094928;37,72;38,45;28,15;-10,3;0,32;9,68;32,56;18,48;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;38,21;27,14;-11,07;2,75;9,31;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;37,28;26,09;-11,19;1,93;11,74;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;34,36;27,23;-7,13;2,75;13,26;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;34,52;28,44;-6,08;;9,5;;;;;;;;;;;;
F. pallidiflora;4;;;;;;;;;28,54;28,54;;11,79;;;;;;;;;;;;
F. pallidiflora;4;;;23;24;23;0,522727273;32;44;24;-20;0;9,5;24;8;5;35;;;;;;;;
F. pallidiflora;4;;;33;34;32;0,727272727;15;44;24;-20;0;8;24;7;3;75;;;;;;;;
F. pallidiflora;4;;;35;37;28;0,666666667;56;42;25;-17;0;9,5;26;9;;75;;;;;;;;
F. pallidiflora;4;;;36;44;30;0,769230769;33;39;25;-14;0;7;27;7;;;;;;;;;;
F. pallidiflora;4;;;48;44;34;0,894736842;67;38;25;-13;0;6;27;11;;;;;;;;;;
F. pallidiflora;4;;;38;43;37;0,948717949;29;39;23;-16;0;4;29;13;;;;;;;;;;
F. pallidiflora;4;;;37;38;38;0,904761905;53;42;23;-19;0;11;27;8;;;;;;;;;;
F. pallidiflora;4;;;38;40;36;0,947368421;15;38;23;-15;0;11;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;37;22;-15;0;11;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;37;23;-14;0;11;;;;;21;70;;;;;;
F. pallidiflora;4;;;;;;0;;38;23;-15;0;11;;;;;12,5;49,75;;;;;;
F. pallidiflora;4;;;;;;0;;37;22;-15;0;13;;;;;19;70;;;;;;
F. pallidiflora;4;;;;;;0;;38;23;-15;0;11;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;40;22;-18;0;9;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;39;23;-16;0;9;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;38;24;-14;0;13;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;36;24;-12;0;11;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;36;23;-13;0;11;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;40;23;-17;0;1;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;41;23;-18;0;9;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;39;23;-16;0;13;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;36;25;-11;0;11;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;37;25;-12;0;11;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;32;24;-8;0;10;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;39;22;-17;0;21;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;40;22;-18;0;18;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;40;24;-16;0;16;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;37;24;-13;0;16;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;38;21;-17;0;15;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;38;20;-18;0;13;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;42;20;-22;0;14;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;42;24;-18;0;14;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;43;25;-18;0;13;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;40;24;-16;0;13;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;37;24;-13;0;10;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;37;24;-13;0;10;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;44;23;-21;0;10;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;45;24;-21;0;12;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;47;;-47;0;11;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;40;;-40;0;13;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;42;;-42;0;16;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;43;;-43;0;16;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;41;;-41;0;12;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;43;;-43;0;15;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;43;;-43;0;11;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;40;;-40;0;12;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;40;;-40;0;13;;;;;;;;;;;;
F. pallidiflora;4;;;;;;0;;39;;-39;;13;;;;;;;;;;;;
F. persica;3;1;12;;;;;;;;0;;;;;;;8;65;0,009698;4,5;1,5;5,5;0,8;0,5
F. persica;3;23;3;;;;;;;;0;;;;;;;22;64;0,02296;8;2,5;3,75;1,3;0,6
F. persica;3;15;3;21,13;21,12;19,99;0,977028348;20,26;20,46;16,01;-4,45;7,06;8,99;6,46;13,74;;;3,75;65;0,00397;2,5;2;4,61;1,2;0,5
F. persica;3;16;4;;;;0;;20,56;17,58;-2,98;5,31;7,56;;;;;7;68;0,00764;2,6;1,99;3,56;1,6;0,5
F. persica;3;22;2;;;;0;;20,59;18,78;-1,81;1,61;5,18;;;;;2,8;64,25;0,00201;1,4;2;3,1;1,8;0,4
F. persica;3;;;;;;0;;19,9;16,28;-3,62;3,52;0,08;;;;;3,75;64,25;0,00395;3,1;1,75;4;1,98;0,8
F. persica;3;;;;;;0;;21,74;17,12;-4,62;2,08;3,05;;;;;4;68;0,00246;1,9;3,2;2,1;1,2;0,5
F. persica;3;;;;;;;;;;0;2,79;;;;;;8;66;0,00867;3,2;0,5;3,2;0,99;0,54
F. persica;3;;;20,85;21,83;21,98;1,122001021;25,5;19,59;16,3;-3,29;2,88;1,6;4,97;6,28;;;18;68;0,01607;3,5;0,2;3,2;1,99;0,9
F. persica;3;;;;;;0;;20,6;16,21;-4,39;0,87;4,8;;;;;6,5;44,25;0,00635;4,2;1,7;3,7;2;1,99
F. persica;3;;;;;;0;;19,4;17,1;-2,3;1,92;6,96;;;;;3;57;0,00317;4,4;1,7;3,4;1,89;0,9
F. persica;3;;;;;;0;;21,19;;-21,19;1,59;8,13;;;;;14;;0,01161;4,9;;1,753;1,4;0,75
F. persica;3;;;;;;0;;20,24;;-20,24;1,45;8,42;;;;;7;46;0,00756;6,9;2,5;3;1,1;0,5
F. persica;3;;;;;;0;;20,59;;-20,59;;6,36;;;;;3,25;;0,00358;4,1;2,5;4,5;1,71;0,5
F. persica;3;;;23,94;21,13;21,13;1,088614116;19,38;19,41;16,22;-3,19;;4,16;;;;;3,5;36;0,00191;3,1;1,7;5;1,87;0,9
F. persica;3;;;;;;0;;20,14;16,22;-3,92;;7,55;;;;;8,1;65;0,00456;2,9;2;5;1,8;0,9
F. persica;3;;;;;;0;;19,38;16,84;-2,54;;9,39;;;;;8,2;69;0,00579;3,3;2;4;2;0,9
F. persica;3;;;;;;0;;19,98;16,5;-3,48;;6,38;;;;;4,5;65;0,00395;4;2;4,5;189;0,6
F. persica;3;;;;;;0;;21,15;18,17;-2,98;;8,25;;;;;4,6;60;0,00392;5,1;2,2;4;1;0,5
F. persica;3;;;;;;;;;18,16;18,16;;8,98;;;;;5;65;0,00157;4,4;2,2;4,1;1,4;0,6
F. persica;3;;;21,15;20,08;20,08;1,014141414;17,99;19,8;;-19,8;;6,41;;;;;2,8;;0,00328;3,5;2;5;1;0,5
F. persica;3;;;;;;0;;20,85;;-20,85;;5;;;;;4,6;;;3,2;2;4;1,75;1,4
F. persica;3;;;;;;0;;20,29;;-20,29;;6,46;;;;;4,1;47,25;0,00474;3,8;0,7;4;2;1,8
F. persica;3;;;;;;0;;19,21;;-19,21;;8,52;;;;;3;21,25;0,00391;2,5;2;4,1;0,1;0,8
F. persica;3;;;;;;0;;19,88;;-19,88;;8,99;;;;;1,9;38;0,00162;3,6;2,5;4;1,1;0,5
F. persica;3;;;;;;0;;21,27;;-21,27;;6,76;;;;;2,1;51;;2,3;1,5;3,9;1,2;0,7
F. persica;3;;;23,01;19,46;19,29;0,977698936;22,72;19,73;;-19,73;;5,47;;;;;2,1;56;0,00251;3,6;1,7;2,8;1,1;0,6
F. persica;3;;;;;;0;;20,34;;-20,34;;8,32;;;;;1,9;47,25;0,00251;2,1;2;3;2;1,7
F. persica;3;;;;;;0;;20,38;;-20,38;;9,59;;;;;2,8;50;0,00207;3,1;1,7;3,89;1,75;1,5
F. persica;3;;;;;;0;;18,64;;-18,64;;3,84;;;;;1,9;54,75;0,01713;2,1;2;3,79;1,75;1,4
F. persica;3;;;;;;0;;19,45;;-19,45;;7,11;;;;;1,9;57,5;0,00147;2,5;2,1;3,9;1;0,8
F. persica;3;;;;;;0;;18,48;;-18,48;;4,66;;;;;2,2;21,25;0,00189;2,5;2,5;3,5;1,6;0,8
F. persica;3;;;20,86;23,16;22,81;1,149697581;19,83;19,84;17,37;-2,47;;4,2;6,53;6,5;;;2,5;61,25;0,00239;4,6;1,75;3,89;1,8;0,89
F. persica;3;;;;;;0;;20,2;15,37;-4,83;;0,1;;;;;2,4;58,25;0,00231;2,7;2;3,46;1,8;0,9
F. persica;3;;;;;;0;;18,9;14,32;-4,58;;4,61;;;;;2,6;56;0,0026;4,4;2,1;4,9;1,64;0,7
F. persica;3;;;;;;0;;17,89;16,97;-0,92;;6,48;;;;;1;5;0,00602;3,5;3;3,4;2,9;1
F. persica;3;;;;;;0;;19,64;10,56;-9,08;;6,48;;;;;1;62,5;0,0204;2,5;2,5;3,1;1,2;0,8
F. persica;3;;;;;;0;;18,69;16,06;-2,63;;4,18;;;;;3,6;63;0,01734;4;2;3,7;2,1;0,8
F. persica;3;;;19,11;19,53;17,08;0,912880812;19,1;18,71;15,87;-2,84;0,66;3,64;7,56;7,56;;;22;50;0,02296;4,1;2;3,78;1;0,89
F. persica;3;;;;;;0;;18,86;14,68;-4,18;0,88;6,14;;;;;4;47,5;0,01935;5,3;2;3;2,1;18
F. persica;3;;;;;;0;;17,75;16,99;-0,76;2,16;8,73;;;;;1;32;0,02173;4,4;2,4;2,89;1,1;0,9
F. persica;3;;;;;;0;;20,15;15,86;-4,29;1,55;6,28;;;;;1;60;0,01831;3,5;2,5;3,6;1,1;0,89
F. persica;3;;;;;;0;;19,96;14,48;-5,48;6,83;0,09;;;;;1;58,5;0,01839;2,6;2,5;2,4;1,5;1
F. persica;3;;;;;;0;;13,61;14,47;0,86;6,83;;;;;;1;58,5;0,01869;4,5;2,1;5,1;2,2;1
F. persica;3;;;19,66;16,72;21,39;1,119309262;19;19,11;16,78;-2,33;0,09;8,57;16,11;12,25;;;0,5;51,25;0,01921;3,9;2;4,5;1,2;0,8
F. persica;3;;;;;;0;;18,74;15,89;-2,85;1,44;6,54;;;;;0,5;42,75;0,01853;3,4;3;2,1;1;0,5
F. persica;3;;;;;;0;;17,91;15,15;-2,76;2,02;5,56;;;;;1,3;63,5;0,01696;2,8;2;3,2;1,5;0,8
F. persica;3;;;;;;0;;20,36;16,6;-3,76;2,16;5,56;;;;;3,4;62,5;0,01843;3,9;2;2,75;1;0,8
F. persica;3;;;;;;0;;19,47;;-19,47;3,54;4,76;;;;;16,5;61,5;0,00582;3,9;2;2,99;1,7;1,5
F. persica;3;;;;;;0;;18;;-18;;2,4;;;;;3,8;58,5;0,01545;3,9;1,7;2,51;1,12;1
F. persica;3;;;19,42;19,09;19,09;0,963168517;21,03;19,82;17,45;-2,37;0,92;6,85;16,36;11,21;;;2,7;59;0,00418;2,9;2;3;1,2;1
F. persica;3;;;;;;0;;19,68;14,96;-4,72;1,09;5,37;;;;;2,5;44,25;0,00264;3;2;4;1,8;1,2
F. persica;3;;;;;;0;;19,1;16,7;-2,4;1,7;5,54;;;;;1;40;0,00185;2,5;2;2,7;0,9;1
F. persica;3;;;;;;0;;19,1;15,63;-3,47;1,92;4,73;;;;;1,7;51;;2,7;1,5;3,4;1,7;1,2
F. persica;3;;;;;;0;;19,41;14,81;-4,6;1,45;8,67;;;;;2;41;0,00323;4,3;;;;
F. persica;3;;;;;;0;;19,65;14,72;-4,93;1,5;;;;;;3;48;0,00225;2,9;;;;
F. persica;3;;;;;;;;;;0;;;;;;;3,4;40,75;0,00404;2;;;;
F. persica;3;;;17,89;17,99;20,24;1,047619048;19,45;19,32;15,4;-3,92;4,06;;16,49;7,74;;;1,8;56,5;0,0048;2,6;;;;
F. persica;3;;;;;;0;;19,83;15,5;-4,33;4,81;;;;;;2;18;0,0018;3,6;;;;
F. persica;3;;;;;;0;;19,59;15,16;-4,43;5,41;;;;;;1,9;13;0,00223;2,3;;;;
F. persica;3;;;;;;0;;20,75;15,16;-5,59;6,84;;;;;;1,7;18;0,00158;2,6;;;;
F. persica;3;;;;;;0;;20,75;15,16;-5,59;8,54;;;;;;3;14,75;0,00235;3,1;;;;
F. persica;3;;;;;;0;;17,28;;-17,28;0,25;;;;;;3;5,75;0,00288;2,2;;;;
F. persica;3;;;17,99;17,9;17,9;0,927941939;16,27;19,29;17,88;-1,41;2,16;5,6;5,38;17,58;;;6,2;17;0,00285;3;;;;
F. persica;3;;;;;;0;;19,29;16,94;-2,35;0,51;6,78;;;;;6,7;20,25;0,00593;;;;;
F. persica;3;;;;;;0;;19,69;16,45;-3,24;1,9;5,8;;;;;7,5;;0,00722;;;;;
F. persica;3;;;;;;0;;19,69;15,36;-4,33;2,37;6,66;;;;;0,9;17;0,00896;;;;;
F. persica;3;;;;;;0;;20,54;15,53;-5,01;2,71;7,98;;;;;1,2;10;0,00144;;;;;
F. persica;3;;;;;;0;;20,63;16,65;-3,98;0;;;;;;1,2;23;0,00215;;;;;
F. persica;3;;;21,6;17,97;17,97;0,95331565;17,35;18,85;17,12;-1,73;0;7,4;8,62;8,94;;;7,1;20,25;0,0022;;;;;
F. persica;3;;;;;;0;;19,45;17,75;-1,7;0;7,75;;;;;4;16,75;0,00934;;;;;
F. persica;3;;;;;;0;;18,36;17,89;-0,47;0;6,78;;;;;;19,25;0,00478;;;;;
F. persica;3;;;;;;0;;18,37;17,74;-0,63;1,8;6,12;;;;;;;;;;;;
F. persica;3;;;;;;0;;19,44;17,74;-1,7;1,8;;;;;;;;;;;;;
F. persica;3;;;;;;0;;18,93;16,77;-2,16;2,42;;;;;;;;;;;;;
F. persica;3;;;;;;;;;16,77;16,77;;;;;;;;;;;;;;
F. persica;3;;;27,16;14,76;22,48;1,106299213;18,97;20,32;17,24;-3,08;;8,76;8,35;5,8;;;;;;;;;;
F. persica;3;;;;;;0;;19,96;16,39;-3,57;;7,27;;;;;;;;;;;;
F. persica;3;;;;;;0;;20,06;16,39;-3,67;;0,18;;;;;;;;;;;;
F. persica;3;;;;;;0;;20,16;17,49;-2,67;;2,94;;;;;;;;;;;;
F. persica;3;;;;;;0;;20,22;17,35;-2,87;;5,03;;;;;;;;;;;;
F. persica;3;;;;;;0;;19,79;18,04;-1,75;;;;;;;;;;;;;;
F. persica;3;;;19,35;23,09;23,09;1,193898656;14,84;19,34;17,87;-1,47;0,76;7,77;8,9;16,58;;;;;;;;;;
F. persica;3;;;;;;0;;19,06;17,82;-1,24;1,88;5,22;;;;;;;;;;;;
F. persica;3;;;;;;0;;20,76;17,1;-3,66;2,27;8,57;;;;;;;;;;;;
F. persica;3;;;;;;0;;20,01;16,12;-3,89;0;8,53;;;;;;;;;;;;
F. persica;3;;;;;;0;;20,63;16,42;-4,21;0;6,27;;;;;;;;;;;;
F. persica;3;;;;;;;;;16,56;16,56;0;;;;;;;;;;;;;
F. persica;3;;;;;;;;;16,04;16,04;;;;;;;;;;;;;;
F. persica;3;;;18,48;24,4;24,4;1,313240043;13,73;18,58;17,95;-0,63;1,56;6,38;9,58;16,62;;;;;;;;;;
F. persica;3;;;;;;0;;19,5;17,43;-2,07;1,53;8,62;;;;;;;;;;;;
F. persica;3;;;;;;0;;19,21;16,63;-2,58;0,94;6,99;;;;;;;;;;;;
F. persica;3;;;;;;0;;20,33;16,16;-4,17;0;6,36;;;;;;;;;;;;
F. persica;3;;;;;;0;;20,42;15,96;-4,46;0;11,11;;;;;;;;;;;;
F. persica;3;;;;;;0;;20,38;17,12;-3,26;0;;;;;;;;;;;;;
F. persica;3;;;19,54;22,56;22,56;1,193650794;12,9;18,9;17,17;-1,73;;8,56;;;;;;;;;;;;
F. persica;3;;;;;;0;;19,5;18,09;-1,41;;8,56;;;;;;;;;;;;
F. persica;3;;;;;;0;;18,61;18,61;0;;6,32;;;;;;;;;;;;
F. persica;3;;;;;;0;;18,77;18,78;0,01;;7,74;;;;;;;;;;;;
F. persica;3;;;;;;0;;20,02;17,79;-2,23;;8,41;;;;;;;;;;;;
F. persica;3;;;;;;0;;19,74;16,62;-3,12;;7,27;;;;;;;;;;;;
F. persica;3;;;23,13;15,66;23,16;1,185867896;22,71;19,53;17,24;-2,29;;7,31;;;;;;;;;;;;
F. persica;3;;;;;;0;;20,9;17,24;-3,66;;4,66;;;;;;;;;;;;
F. persica;3;;;;;;0;;19,97;15,74;-4,23;;8,66;;;;;;;;;;;;
F. persica;3;;;;;;0;;20,43;14,75;-5,68;;0,17;;;;;;;;;;;;
F. persica;3;;;;;;0;;19,46;16,37;-3,09;;5,6;;;;;;;;;;;;
F. persica;3;;;;;;0;;19,84;17,38;-2,46;;5,09;;;;;;;;;;;;
F. persica;3;;;25;21,77;16,31;0,810233482;20,81;20,13;16,82;-3,31;;10,35;;;;;;;;;;;;
F. persica;3;;;;;;0;;20,26;15,98;-4,28;;10,35;;;;;;;;;;;;
